external_id,timestamp,amount,currency,counterparty,raw_category_hint
SYN-0000598,2026-01-29T12:35:04+00:00,16786.59,USD,Smith LLC,fee
SYN-0000599,2026-01-11T03:22:24+00:00,22675.91,USD,Hernandez-Vaughn,refund
SYN-0000600,2026-01-01T17:51:54+00:00,23429.06,USD,Shaw-Carr,
SYN-0000601,2026-01-06T16:40:59+00:00,24989.3,USD,Salas-Fitzgerald,fee
SYN-0000602,2026-01-12T18:38:29+00:00,15110.43,USD,Thornton PLC,fee
SYN-0000603,2026-01-12T14:50:26+00:00,8041.05,USD,Hoffman Ltd,internal_transfer
SYN-0000604,2026-01-23T15:13:16+00:00,16218.38,USD,Fox-Edwards,internal_transfer
SYN-0000605,2026-01-18T11:00:58+00:00,22070.42,USD,Stevens PLC,internal_transfer
SYN-0000606,2026-01-23T18:59:45+00:00,20993.44,USD,Payne-Lowe,refund
SYN-0000607,2026-01-18T23:54:09+00:00,10348.84,USD,"Becker, Lara and Baker",
SYN-0000608,2026-01-11T17:48:10+00:00,3648.92,USD,Lee-Wright,fee
SYN-0000609,2026-01-29T08:26:47+00:00,18000.58,USD,"Evans, David and Hendrix",internal_transfer
SYN-0000610,2026-01-10T12:34:47+00:00,5751.24,USD,Bush-Vaughn,
SYN-0000611,2026-01-12T22:17:46+00:00,13766.51,USD,Stewart-Bailey,wire
SYN-0000612,2026-01-17T09:17:27+00:00,19084.25,USD,"Hill, Martinez and Rhodes",
SYN-0000613,2026-01-24T19:35:07+00:00,4206.67,USD,Huang-Foster,wire
SYN-0000614,2026-01-09T05:12:31+00:00,18008.12,USD,Blevins-Ballard,
SYN-0000615,2026-01-27T07:38:06+00:00,23930.97,USD,Williams-Moses,fee
SYN-0000616,2026-01-04T14:36:04+00:00,16705.72,USD,Reed Group,refund
SYN-0000617,2026-01-21T00:28:18+00:00,21063.78,USD,"Scott, Mendoza and Harris",
SYN-0000618,2026-01-08T07:57:44+00:00,5468.77,USD,"Nelson, Hoffman and Nelson",
SYN-0000619,2026-01-03T22:25:46+00:00,15943.58,USD,Gilbert PLC,internal_transfer
SYN-0000620,2026-01-24T10:58:25+00:00,12196.87,USD,Sanchez Ltd,fee
SYN-0000621,2026-01-27T18:42:40+00:00,not-a-number,USD,"Perez, Hall and Garcia",wire
SYN-0000622,2026-01-26T16:48:58+00:00,28789.00,USD,,
SYN-0000623,2026-01-21T21:39:14+00:00,900.44,US,Love-Garcia,
SYN-0000624,2026-01-12T16:44:56+00:00,15494.9,USD,Smith PLC,
SYN-0000625,2026-01-18T04:57:13+00:00,19873.61,USD,Russell Group,
SYN-0000626,2026-01-20T17:03:22+00:00,14125.49,USD,Santos-Avila,wire
SYN-0000627,2026-01-11T23:08:33+00:00,17101.36,USD,Morris-Brewer,
SYN-0000628,2026-01-02T12:54:54+00:00,10132.55,USD,Pearson and Sons,
SYN-0000629,2026-01-24T02:35:10+00:00,15919.07,USD,"Rodgers, Jefferson and Johnson",
SYN-0000630,2026-01-05T00:20:10+00:00,21133.4,USD,Butler and Sons,wire
SYN-0000631,2026-01-17T01:57:29+00:00,24433.25,USD,Osborn Group,internal_transfer
SYN-0000632,2026-01-26T15:21:00+00:00,5744.93,USD,Lopez-Curry,
SYN-0000633,2026-01-28T12:21:05+00:00,6778.11,USD,Mcdowell-Smith,wire
SYN-0000634,2026-01-14T14:39:29+00:00,14088.18,USD,"Morrison, Hebert and Rogers",internal_transfer
SYN-0000635,2026-01-16T06:24:04+00:00,2937.25,12A,Hays-Daniels,
SYN-0000636,2026-01-04T17:38:19+00:00,4062.09,USD,Small-Anderson,
SYN-0000637,2026-01-19T21:24:01+00:00,22413.25,USD,"Mcdonald, Lee and Rodriguez",fee
SYN-0000638,2026-01-07T19:03:15+00:00,24711.96,USD,Simon Ltd,refund
SYN-0000639,2026-01-25T07:27:57+00:00,24358.11,USD,Higgins-Smith,fee
SYN-0000640,2026-01-22T05:14:41+00:00,20967.03,USD,Gibbs-Bradley,
SYN-0000641,2026-01-30T19:12:17+00:00,9918.18,USD,Thompson Ltd,internal_transfer
SYN-0000642,2026-01-02T10:30:59+00:00,6833.9,USD,Wilcox-Robertson,fee
SYN-0000643,2026-01-24T19:35:40+00:00,8895.92,USD,Morales Inc,
SYN-0000644,2026-01-21T23:08:21+00:00,16992.69,USD,Holden Group,
SYN-0000645,2026-01-05T03:50:27+00:00,15465.78,USD,Boyle-Smith,refund
SYN-0000646,2026-01-04T13:38:29+00:00,6700.03,USD,Young-Molina,
SYN-0000647,2026-01-08T11:44:44+00:00,9741.16,USD,Turner-Sharp,fee
SYN-0000648,2026-01-05T10:37:44+00:00,23574.06,USD,Green LLC,
SYN-0000649,2026-01-14T02:18:02+00:00,3313.54,USD,"Young, Contreras and Marshall",
SYN-0000650,2026-01-22T18:56:26+00:00,13868.95,USD,Sullivan PLC,internal_transfer
SYN-0000651,2026-01-02T06:35:50+00:00,8848.5,USD,"Carrillo, Vaughn and Fowler",
SYN-0000652,2026-01-30T00:46:17+00:00,8111.43,USD,Richardson-Walker,refund
SYN-0000653,2026-01-15T04:01:36+00:00,9695.6,USD,Mendoza Group,wire
SYN-0000654,2026-01-28T03:54:26+00:00,14299.44,USD,"Zhang, Brooks and Miles",
SYN-0000655,2026-01-19T11:35:05+00:00,3471.86,USD,Todd-Pham,
SYN-0000656,2026-01-24T22:31:51+00:00,1582.62,USD,Gill Ltd,
SYN-0000657,2026-01-21T10:37:11+00:00,12106.3,USD,"Marks, Miller and Griffin",
SYN-0000658,2026-01-13T05:15:05+00:00,18022.77,USD,"Cox, Stark and Rodriguez",
SYN-0000659,2026-01-30T22:28:16+00:00,11447.08,USD,"Leach, Harris and Herrera",
SYN-0000660,2026-01-01T07:53:04+00:00,8306.1,USD,Murphy PLC,wire
SYN-0000661,2026-01-16T23:56:38+00:00,8369.07,USD,Wilson-Harris,wire
SYN-0000662,2026-01-29T20:31:04+00:00,7511.58,USD,"Burns, Nolan and Griffin",
SYN-0000663,2026-01-10T18:00:32+00:00,7855.27,USD,Chavez PLC,wire
SYN-0000664,2026-01-16T11:49:20+00:00,18372.12,USD,Bryant-Brown,
SYN-0000665,2026-01-28T22:56:52+00:00,6061.36,USD,Chambers-Parker,refund
SYN-0000666,2026-01-20T01:48:09+00:00,2848.08,USD,Foster Inc,
SYN-0000667,2026-01-29T17:59:40+00:00,4499.0,USD,"Robinson, Jones and Henderson",internal_transfer
SYN-0000668,2026-01-02T07:21:34+00:00,11541.09,USD,"Brown, Mcknight and Michael",fee
SYN-0000669,2026-01-22T06:50:13+00:00,7283.99,USD,Andersen Group,refund
SYN-0000670,2026-01-20T20:41:04+00:00,12483.08,USD,Mitchell and Sons,fee
SYN-0000671,2026-01-12T17:58:30+00:00,16466.92,USD,Cannon Ltd,
SYN-0000672,2026-01-19T07:13:34+00:00,11227.22,USD,"Stuart, Brooks and Vance",
SYN-0000673,2026-01-29T06:21:48+00:00,13359.65,USD,Kane-Knox,wire
SYN-0000674,2026-01-21T07:21:20+00:00,920.09,USD,Miller-Brandt,internal_transfer
SYN-0000675,2026-01-27T01:32:26+00:00,15954.87,USD,"Anderson, Dalton and Wilson",internal_transfer
SYN-0000676,2026-01-13T01:12:36+00:00,16617.68,USD,"Long, Anderson and Irwin",fee
SYN-0000677,2026-01-30T17:49:17+00:00,14080.94,USD,Avila LLC,
SYN-0000678,2026-01-20T09:35:18+00:00,8290.59,USD,Nunez-Stephens,refund
SYN-0000679,2026-01-06T03:26:03+00:00,2466.07,USD,"Gray, Hall and Murray",
SYN-0000680,2026-01-26T04:26:35+00:00,14513.38,USD,Hill Ltd,internal_transfer
SYN-0000681,2026-01-22T15:22:10+00:00,9778.96,USD,Johnson Ltd,
SYN-0000682,2026-01-29T13:45:25+00:00,12512.14,USD,Mendez-Mayer,fee
SYN-0000683,2026-01-02T04:37:03+00:00,2614.63,USD,Allen Inc,wire
SYN-0000684,2026-01-05T04:01:41+00:00,20783.11,USD,Wheeler Group,
SYN-0000685,2026-01-17T21:49:56+00:00,8577.32,USD,"Powers, Brennan and Sanchez",
SYN-0000686,2026-01-26T07:08:34+00:00,8708.16,USD,Morales and Sons,wire
SYN-0000687,2026-01-22T23:08:21+00:00,1680.29,USD,"Robinson, Shields and Brown",
SYN-0000688,2026-01-06T14:05:02+00:00,21229.65,USD,"Holder, Young and Hendricks",
SYN-0000689,2026-01-08T23:29:11+00:00,6098.58,USD,"Flores, Harper and Chambers",fee
SYN-0000690,2026-01-08T18:34:17+00:00,13996.66,USD,Young-Walter,
SYN-0000691,2026-01-12T06:07:52+00:00,10126.78,USD,"Boyd, Gutierrez and Hill",refund
SYN-0000692,2026-01-21T23:28:23+00:00,730.78,USD,"Fry, Hobbs and Buck",wire
SYN-0000693,2026-01-10T13:53:58+00:00,14805.49,USD,"Shelton, Peters and Williams",wire
SYN-0000694,2026-01-11T10:15:20+00:00,6959.34,USD,David-Powers,
SYN-0000695,2026-01-04T00:53:31+00:00,2544.7,USD,"Flores, Butler and Hernandez",internal_transfer
SYN-0000696,2026-01-10T01:49:26+00:00,8150.3,USD,White-Medina,
SYN-0000697,2026-01-13T17:39:49+00:00,21566.05,USD,Atkinson LLC,fee
SYN-0000698,2026-01-16T05:08:32+00:00,9716.59,USD,"Thomas, Ford and Brown",internal_transfer
SYN-0000699,2026-01-06T13:05:24+00:00,8800.27,USD,Faulkner-Grant,
SYN-0000700,2026-01-09T09:00:32+00:00,16840.05,USD,Price LLC,refund
SYN-0000701,2026-01-30T19:55:34+00:00,2119.71,USD,Rivera Inc,internal_transfer
SYN-0000702,2026-01-06T17:19:07+00:00,7635.19,USD,Boone-Davis,
SYN-0000703,2026-01-07T20:41:40+00:00,9712.19,USD,"Calderon, Williams and Bennett",internal_transfer
SYN-0000704,2026-01-28T21:41:51+00:00,10576.55,USD,"Morrison, Russo and Lopez",wire
SYN-0000705,2026-01-27T02:05:32+00:00,22979.11,USD,"Ramsey, Hansen and Mendoza",fee
SYN-0000706,2026-01-09T09:49:59+00:00,4172.47,USD,Turner-Stout,internal_transfer
SYN-0000707,2026-01-10T01:59:08+00:00,21049.79,USD,Giles Ltd,
SYN-0000708,2026-01-18T10:18:39+00:00,12115.74,USD,Burgess Group,
SYN-0000709,2026-01-19T15:19:38+00:00,12636.45,USD,Dominguez Ltd,internal_transfer
SYN-0000710,2026-01-24T20:54:07+00:00,17753.85,USD,Sanders and Sons,wire
SYN-0000711,2026-01-09T02:51:51+00:00,14135.38,USD,"Morris, Campbell and Owens",
SYN-0000712,2026-01-11T16:56:07+00:00,818.34,USD,"Howard, Green and Hunt",
SYN-0000713,2026-01-15T00:19:31+00:00,19518.72,USD,Owens-Lang,
SYN-0000714,2026-01-25T01:04:54+00:00,12770.64,USD,"Harrison, Franco and Rocha",internal_transfer
SYN-0000715,2026-01-14T00:06:47+00:00,13578.11,USD,Edwards-Williams,refund
SYN-0000716,2026-01-27T07:31:34+00:00,18919.9,USD,Figueroa Inc,refund
SYN-0000717,2026-01-22T10:13:45+00:00,5464.33,USD,Tran-Silva,internal_transfer
SYN-0000718,2026-01-13T00:23:42+00:00,21870.37,USD,"Butler, Hernandez and Rivera",
SYN-0000719,2026-01-13T18:12:06+00:00,439.48,US,Hudson-Sanchez,
SYN-0000720,2026-01-12T12:03:43+00:00,20267.76,USD,"Pena, Cohen and Scott",
SYN-0000721,2026-01-18T00:30:52+00:00,17769.14,USD,Levy-May,refund
SYN-0000722,2026-01-09T01:22:57+00:00,3481.73,USD,Murray-Oconnor,internal_transfer
SYN-0000723,2026-01-11T01:06:20+00:00,1484.89,USD,Jackson-Cortez,refund
SYN-0000724,2026-01-14T15:29:16+00:00,13469.67,USD,White-Preston,internal_transfer
SYN-0000725,2026-01-15T04:56:38+00:00,14318.82,USD,"Bernard, Warren and Combs",
SYN-0000726,2026-01-25T23:20:12+00:00,20379.71,USD,Landry Ltd,fee
SYN-0000727,2026-01-20T23:32:39+00:00,24812.16,USD,Duran Group,
SYN-0000728,2026-01-07T03:50:07+00:00,21652.1,USD,Kirby and Sons,fee
SYN-0000729,2026-01-16T15:16:11+00:00,6189.62,USD,Mann Inc,refund
SYN-0000730,2026-01-20T01:31:46+00:00,3555.15,USD,Wagner LLC,wire
SYN-0000731,2026-01-21T02:36:25+00:00,11300.34,USD,Williamson Ltd,wire
SYN-0000732,2026-01-05T12:27:47+00:00,12890.82,USD,"Durham, Hopkins and Smith",wire
SYN-0000733,2026-01-18T21:59:56+00:00,23756.4,USD,"Arnold, Smith and Moreno",wire
SYN-0000734,2026-01-01T02:52:52+00:00,19353.61,USD,Nichols-Mitchell,refund
SYN-0000735,2026-01-23T06:07:55+00:00,16603.93,USD,"Li, Craig and Drake",fee
SYN-0000736,2026-01-04T01:47:08+00:00,13361.08,USD,Rodriguez Inc,refund
SYN-0000737,2026-01-21T20:34:13+00:00,5297.07,USD,"Hernandez, Lee and Fox",refund
SYN-0000738,2026-01-14T18:24:35+00:00,13683.22,USD,Adams-Sanders,
SYN-0000739,2026-01-24T13:27:34+00:00,8594.15,USD,Chung-Stevens,refund
SYN-0000740,2026-01-03T08:24:03+00:00,2490.27,USD,Branch and Sons,
SYN-0000741,2026-01-23T07:27:05+00:00,3106.81,USD,Sutton-Abbott,
SYN-0000742,2026-01-22T10:08:07+00:00,17.9,USD,"Frey, Santos and Johnson",wire
SYN-0000743,2026-01-10T19:43:04+00:00,22735.27,USD,Gray-Tran,fee
SYN-0000744,2026-01-15T15:41:55+00:00,21860.71,USD,Walsh Ltd,
SYN-0000745,2026-01-05T12:44:56+00:00,9011.52,USD,Miller Group,fee
SYN-0000746,2026-01-09T00:51:02+00:00,9909.14,USD,"Mueller, Knight and Hodge",
SYN-0000747,2026-01-12T08:47:50+00:00,16387.48,USD,Jacobson Inc,wire
SYN-0000748,2026-01-01T01:15:56+00:00,11920.69,USD,Lewis Ltd,
SYN-0000749,2026-01-11T23:31:53+00:00,16999.89,USD,"Alvarez, Williams and Jones",internal_transfer
SYN-0000750,2026-01-17T16:17:34+00:00,not-a-number,USD,Lam-Elliott,refund
SYN-0000751,2026-01-21T12:01:53+00:00,3305.25,USD,White LLC,fee
SYN-0000752,2026-01-19T14:18:31+00:00,18269.35,USD,Ali PLC,
SYN-0000753,2026-01-16T05:04:51+00:00,22024.84,USD,Goodwin Ltd,
SYN-0000754,2026-01-07T11:07:35+00:00,24823.51,USD,Hickman-Evans,fee
SYN-0000755,2026-01-26T18:05:12+00:00,212.86,USD,"Allen, Davenport and Price",internal_transfer
SYN-0000756,2026-01-22T08:45:10+00:00,18061.08,USD,"Rivera, Campos and Taylor",
SYN-0000757,2026-01-08T08:21:49+00:00,15402.28,USD,"Ramsey, Mason and Mccann",wire
SYN-0000758,2026-01-11T13:06:30+00:00,22414.93,USD,Davis and Sons,
SYN-0000759,2026-01-06T23:29:18+00:00,18250.5,USD,Peterson PLC,internal_transfer
SYN-0000760,2026-01-21T20:16:26+00:00,19777.13,USD,"Sanders, Ayala and Johnson",
SYN-0000761,2026-01-05T02:09:24+00:00,13835.36,USD,Bowers-Hayes,
SYN-0000762,2026-01-30T11:53:50+00:00,19474.46,USD,Kelly Group,
SYN-0000763,2026-01-15T15:26:49+00:00,12944.21,USD,Lopez-Willis,
SYN-0000764,2026-01-20T00:25:22+00:00,16154.6,USD,Miller-Montgomery,
SYN-0000765,2026-01-12T14:51:09+00:00,9647.75,USD,Marquez Inc,wire
SYN-0000766,2026-01-29T19:58:42+00:00,13207.63,USD,Moore-Dawson,
SYN-0000767,2026-01-18T12:42:35+00:00,3300.44,USD,"Moore, Price and Ward",
SYN-0000768,2026-01-28T14:12:40+00:00,9135.95,USD,Smith LLC,wire
SYN-0000769,2026-01-23T20:46:18+00:00,1825.72,USD,Ward-Nelson,refund
SYN-0000770,2026-01-01T16:04:13+00:00,5394.36,USD,Miller Group,
SYN-0000771,2026-01-20T07:40:28+00:00,7162.91,USD,Hawkins-Hunt,internal_transfer
SYN-0000772,2026-01-21T04:00:48+00:00,17545.56,USD,Johnson LLC,wire
SYN-0000773,2026-01-27T01:08:35+00:00,15401.56,USD,"Davis, George and Nguyen",internal_transfer
SYN-0000774,2026-01-16T01:04:03+00:00,12783.11,USD,Smith-Gutierrez,
SYN-0000775,2026-01-08T13:01:38+00:00,8169.43,USD,Hardy PLC,internal_transfer
SYN-0000776,2026-01-04T05:01:46+00:00,17467.2,USD,Armstrong and Sons,
SYN-0000777,2026-01-12T14:01:57+00:00,6112.75,USD,"James, Taylor and Turner",
SYN-0000778,2026-01-06T15:08:02+00:00,15307.81,USD,Thomas-Jackson,wire
SYN-0000779,2026-01-09T12:38:32+00:00,317.61,USD,Fisher-Washington,
SYN-0000780,2026-01-01T13:13:27+00:00,12410.83,USD,Ward and Sons,
SYN-0000781,2026-01-26T02:36:29+00:00,20562.85,USD,"Weber, Wheeler and Gonzalez",refund
SYN-0000782,2026-01-19T01:15:33+00:00,18744.66,USD,Taylor Inc,
SYN-0000783,2026-01-06T17:32:45+00:00,22497.54,USD,Cook-Oliver,refund
SYN-0000784,2026-01-21T20:11:57+00:00,13096.83,USD,Alexander-Jordan,
SYN-0000785,2026-01-28T23:50:52+00:00,1927.67,USD,"Mccann, Taylor and Flores",fee
SYN-0000786,2026-01-18T11:34:29+00:00,12490.75,USD,"Harris, Edwards and Oconnell",
SYN-0000787,2026-01-18T20:23:14+00:00,6378.65,USD,Carter-Neal,
SYN-0000788,2026-01-28T20:39:22+00:00,18069.74,USD,Faulkner-Casey,fee
SYN-0000789,2026-01-25T16:49:26+00:00,1101.9,USD,Bennett-Velasquez,
SYN-0000790,2026-01-12T20:55:23+00:00,11794.64,USD,Diaz-Frederick,
SYN-0000791,2026-01-08T06:51:40+00:00,23279.07,USD,Vargas PLC,
SYN-0000792,2026-01-27T20:08:02+00:00,22848.78,USD,Maldonado PLC,refund
SYN-0000793,2026-01-21T08:36:02+00:00,8045.73,USD,Benton Group,
SYN-0000794,2026-01-16T12:45:05+00:00,20650.1,USD,"Clark, Salinas and Guerra",
SYN-0000795,2026-01-06T19:06:43+00:00,16833.47,USD,Fuentes Group,internal_transfer
SYN-0000796,2026-01-11T20:01:45+00:00,12894.84,USD,"Porter, Schultz and Allen",refund
SYN-0000797,2026-01-20T11:06:40+00:00,21924.9,USD,"Moore, Henderson and Bennett",
SYN-0000798,2026-01-16T01:59:20+00:00,2160.55,USD,Ewing-Mendoza,
SYN-0000799,2026-01-18T21:49:19+00:00,7290.59,USD,Ferguson-Mclean,
SYN-0000800,2026-01-12T18:37:51+00:00,9207.47,USD,"Barnes, Johnson and Schmitt",wire
SYN-0000801,2026-01-10T11:41:01+00:00,22511.18,USD,"Woodard, Herrera and Little",fee
SYN-0000802,2026-01-12T21:35:36+00:00,160.44,USD,Rodriguez and Sons,
SYN-0000803,2026-01-12T07:27:43+00:00,8661.25,USD,"Ortega, Jackson and Salazar",internal_transfer
SYN-0000804,2026-01-01T11:10:43+00:00,37.55,USD,"Terrell, Byrd and Ross",
SYN-0000805,2026-01-15T22:16:33+00:00,5130.65,USD,Sheppard-Jordan,
SYN-0000806,2026-01-21T09:07:15+00:00,24029.67,USD,Garcia and Sons,wire
SYN-0000807,2026-01-07T21:52:37+00:00,6996.35,USD,"Burgess, Grant and Watts",fee
SYN-0000808,2026-01-12T05:41:06+00:00,12994.46,USD,Griffin Group,refund
SYN-0000809,2026-01-19T01:59:04+00:00,24363.9,USD,Barton-Chapman,wire
SYN-0000810,2026-01-05T15:21:19+00:00,3338.71,USD,"Hernandez, Cuevas and Webb",internal_transfer
SYN-0000811,2026-01-04T15:11:01+00:00,14195.95,USD,Perry-Nixon,internal_transfer
SYN-0000812,2026-01-07T08:17:10+00:00,7292.61,USD,Guerra Ltd,
SYN-0000813,2026-01-20T01:49:22+00:00,20797.66,USD,Bailey LLC,fee
SYN-0000814,2026-01-22T23:30:04+00:00,5841.05,USD,Mueller-Boyd,
SYN-0000815,2026-01-07T14:34:54+00:00,19253.9,USD,Alvarez-Kim,refund
SYN-0000816,2026-01-06T03:06:00+00:00,11239.72,USD,"Chavez, Jones and Williams",
SYN-0000817,2026-01-06T20:40:06+00:00,8957.83,USD,"Wilson, Sweeney and Wong",internal_transfer
SYN-0000818,2026-01-22T22:31:17+00:00,11584.2,USD,"Marsh, Spears and Yang",
SYN-0000819,2026-01-05T09:20:52+00:00,20190.12,USD,"Thompson, Moore and Castro",
SYN-0000820,2026-01-30T06:53:54+00:00,5376.3,USD,Hall-Sullivan,
SYN-0000821,2026-01-08T04:48:35+00:00,17779.22,USD,Lopez Ltd,
SYN-0000822,2026-01-20T05:39:29+00:00,1224.72,USD,Foster-Mclaughlin,internal_transfer
SYN-0000823,2026-01-09T10:34:14+00:00,23802.46,USD,Cole Group,
SYN-0000824,2026-01-27T23:43:59+00:00,13753.47,USD,Smith-Lewis,fee
SYN-0000825,2026-01-05T22:43:50+00:00,19845.45,USD,Goodwin-Stokes,refund
SYN-0000826,2026-01-03T23:50:59+00:00,19524.22,USD,Ray PLC,refund
SYN-0000827,2026-01-10T14:50:30+00:00,10015.14,USD,Diaz and Sons,refund
SYN-0000828,2026-01-05T01:54:46+00:00,14653.38,USD,Wilson-Lambert,internal_transfer
SYN-0000829,2026-01-04T15:21:59+00:00,24929.04,USD,Rose-Fowler,
SYN-0000830,2026-01-22T12:38:05+00:00,3220.66,USD,"Price, Long and Wilson",refund
SYN-0000831,2026-01-17T02:17:01+00:00,1068.37,USD,Bruce-Williamson,
SYN-0000832,2026-01-09T03:43:17+00:00,10829.48,USD,"Mccarthy, Evans and Mendez",internal_transfer
SYN-0000833,2026-01-25T02:01:44+00:00,9568.85,USD,Powers LLC,
SYN-0000834,2026-01-18T04:22:25+00:00,22707.7,USD,Allen Inc,
SYN-0000835,2026-01-22T15:38:27+00:00,867.2,USD,Brooks and Sons,
SYN-0000836,2026-01-12T22:21:36+00:00,7378.33,USD,"Price, Carlson and Andrews",fee
SYN-0000837,2026-01-27T17:35:55+00:00,1525.42,USD,Lopez-Reid,wire
SYN-0000838,2026-01-07T15:53:29+00:00,4987.25,USD,"Ellison, Arias and Thompson",wire
SYN-0000839,2026-01-26T12:37:04+00:00,15769.23,USD,Burns and Sons,
SYN-0000840,2026-01-01T22:45:14+00:00,19548.11,USD,Edwards Group,wire
SYN-0000841,2026-01-27T10:24:33+00:00,12117.5,USD,"Brown, Howard and Smith",refund
SYN-0000842,2026-01-25T09:19:50+00:00,9710.14,USD,Lee Group,
SYN-0000843,2026-01-16T11:31:09+00:00,5476.29,USD,"Wagner, Simpson and Cohen",internal_transfer
SYN-0000844,2026-01-14T15:18:37+00:00,20216.54,USD,Mckinney-Wallace,
SYN-0000845,2026-01-18T08:26:22+00:00,14600.14,USD,Miller Inc,refund
SYN-0000846,2026-01-08T17:58:34+00:00,6197.18,USD,Carter LLC,
SYN-0000847,2026-01-26T21:47:36+00:00,19781.14,USD,Medina and Sons,refund
SYN-0000848,2026-01-11T15:37:58+00:00,21162.78,USD,Cunningham-Barton,internal_transfer
SYN-0000849,2026-01-18T05:22:38+00:00,24788.56,USD,Dunn-Wilson,refund
SYN-0000850,2026-01-12T11:36:07+00:00,7950.79,USD,Adams PLC,internal_transfer
SYN-0000851,2026-01-18T10:00:45+00:00,706.14,USD,Weaver-Sherman,internal_transfer
SYN-0000852,2026-01-28T13:21:42+00:00,3553.42,USD,"Alexander, Robinson and Coleman",internal_transfer
SYN-0000853,2026-01-24T21:29:08+00:00,7727.02,USD,"Greer, Potter and Evans",internal_transfer
SYN-0000854,2026-01-05T09:09:26+00:00,5816.35,USD,Cole LLC,
SYN-0000855,2026-01-26T13:21:25+00:00,18.09,USD,Gonzales Inc,wire
SYN-0000856,2026-01-10T18:43:22+00:00,3263.11,USD,Clark Ltd,refund
SYN-0000857,2026-01-16T17:00:29+00:00,548.8,USD,"Norris, Callahan and Bishop",
SYN-0000858,2026-01-07T21:02:14+00:00,2773.9,USD,Martin-Taylor,refund
SYN-0000859,2026-01-18T17:07:38+00:00,9340.4,USD,Li Inc,
SYN-0000860,2026-01-20T04:54:08+00:00,2526.7,USD,"Bell, Campbell and Ryan",internal_transfer
SYN-0000861,2026-01-07T14:58:39+00:00,18309.07,USD,Werner-Carter,
SYN-0000862,2026-01-24T15:37:44+00:00,7932.77,USD,"Adams, Hodge and Duke",fee
SYN-0000863,2026-01-28T06:45:03+00:00,22240.12,USD,"Ochoa, Taylor and Brady",fee
SYN-0000864,2026-01-18T07:43:54+00:00,16638.63,USD,Sellers-Riddle,
SYN-0000865,2026-01-19T08:50:57+00:00,18350.14,USD,"Martinez, Cline and Wright",
SYN-0000866,2026-01-09T15:02:42+00:00,45.95,USD,"Morris, Wright and Bridges",fee
SYN-0000867,2026-01-28T19:24:03+00:00,21269.07,USD,Burns-Ray,wire
SYN-0000868,2026-01-28T13:09:55+00:00,4552.86,USD,Burton-Brooks,
SYN-0000869,2026-01-30T16:18:38+00:00,15991.53,USD,Schultz Inc,
SYN-0000870,2026-01-25T02:05:50+00:00,8279.88,USD,Robertson-Ramirez,
SYN-0000871,2026-01-17T20:03:47+00:00,4198.02,USD,Gibson-Freeman,
SYN-0000872,2026-01-05T07:22:23+00:00,17724.44,USD,"Smith, Schroeder and Oconnor",refund
SYN-0000873,2026-01-17T07:10:35+00:00,285.88,USD,"Stanton, Reid and Terry",wire
SYN-0000874,2026-01-04T06:59:11+00:00,6417.19,USD,Flynn Group,
SYN-0000875,2026-01-01T01:29:33+00:00,9649.04,USD,Donaldson and Sons,
SYN-0000876,2026-01-09T01:47:53+00:00,12327.56,USD,Adams-Clayton,wire
SYN-0000877,2026-01-27T12:09:50+00:00,2536.61,USD,Kelley-Anderson,wire
SYN-0000878,2026-01-29T01:29:00+00:00,18956.33,USD,Kramer-Shannon,fee
SYN-0000879,2026-01-22T21:47:16+00:00,19980.06,USD,Williams Ltd,
SYN-0000880,2026-01-01T23:23:33+00:00,16864.00,USD,,
SYN-0000881,2026-01-09T06:11:12+00:00,4023.45,USD,Smith-Noble,wire
SYN-0000882,2026-01-05T12:28:29+00:00,14851.17,USD,Alexander Inc,
SYN-0000883,2026-01-24T10:25:44+00:00,775.8,USD,Harris-Barker,fee
SYN-0000884,2026-01-09T00:14:08+00:00,22243.94,USD,Khan LLC,internal_transfer
SYN-0000885,2026-01-05T21:58:26+00:00,5139.56,USD,Baxter LLC,
SYN-0000886,2026-01-27T21:35:15+00:00,23139.41,USD,Pena LLC,fee
SYN-0000887,2026-01-14T15:59:53+00:00,5939.47,USD,Watson Ltd,
SYN-0000888,2026-01-28T18:09:36+00:00,20996.52,USD,Williams Ltd,internal_transfer
SYN-0000889,2026-01-18T12:23:46+00:00,10690.72,USD,Barber-Fischer,
SYN-0000890,2026-01-30T03:18:06+00:00,4992.67,USD,Rios-Padilla,wire
SYN-0000891,2026-01-09T07:02:02+00:00,15370.00,USD,,
SYN-0000892,2026-01-06T14:34:39+00:00,19622.13,USD,Lewis Inc,
SYN-0000893,2026-01-13T20:45:09+00:00,16047.02,USD,Wheeler PLC,
SYN-0000894,2026-01-19T00:16:12+00:00,9235.67,USD,"Wallace, Smith and Cooper",wire
SYN-0000895,2026-01-13T18:45:43+00:00,11626.98,USD,Mcneil Group,wire
SYN-0000896,2026-01-14T00:53:50+00:00,1541.92,USD,"Anderson, Jones and Reyes",internal_transfer
SYN-0000897,2026-01-05T16:40:00+00:00,16703.86,USD,"Shaffer, Garcia and Richardson",
SYN-0000898,2026-01-21T02:19:45+00:00,14743.57,USD,Taylor-Ayala,refund
SYN-0000899,2026-01-19T19:00:40+00:00,13065.03,USD,May Ltd,refund
SYN-0000900,2026-01-24T01:12:37+00:00,22041.47,USD,Jones PLC,internal_transfer
